3404.1265957446813, 1057.641334928156, 547.0882175586959, 6.429777625162009E10
6774.211925531915, 2101.6427419099055, 1082.7831083266874, 6.303101830552133E10
10110.596402021276, 3132.204419118224, 1607.2749846950762, 6.1790694237532486E10
13413.617033745744, 4149.523497057381, 2120.751134886942, 6.057623690199104E10
16683.60745915297, 5153.794086173976, 2623.3958703769586, 5.9387091739988594E10
19920.89798030612, 6145.207323726331, 3115.3905725702125, 5.822271648838939E10
23125.81559624774, 7123.951419923801, 3596.913738751778, 5.70825808958954E10
26298.684036029943, 8090.2117033473905, 4068.14102731843, 5.596616644597887E10
29439.823791414325, 9044.170665662881, 4529.245302303702, 5.487296608650778E10
32549.55214924486, 9986.0080056375, 4980.396677207315, 5.380248396589505E10
35628.18322349709, 10915.900672470994, 5421.762558139827, 5.2754235175605446E10
38676.027987006804, 11834.022908451794, 5853.507686293205, 5.172774549885994E10
41693.39430288142, 12740.546290948801, 6275.794179747823, 5.072255116538097E10
44680.58695559728, 13635.639773749144, 6688.7815746262595, 4.973819861202587E10
47637.90768178599, 14519.469727752115, 7092.626865604065, 4.877424424916026E10
50565.65520071281, 15392.19998102932, 7487.484545787563, 4.783025423262681E10
53464.12524445036, 16253.991858260917, 7873.506645968539, 4.690580424116898E10
56333.61058775054, 17105.00421955769, 8250.842773265562, 4.600047925917251E10
59174.40107761772, 17945.39349867851, 8619.640149161492, 4.511387336459137E10
61986.78366258622, 18775.313740652648, 8980.043646946617, 4.424558952192843E10
64771.04242170504, 19594.91663881616, 9332.195828576674, 4.3395239380144295E10
67527.45859323267, 20404.351571271553, 9676.236980954915, 4.25624430753712E10
70256.31060304503, 21203.765636779644, 10012.30515164717, 4.174682903831239E10
72957.87409275926, 21993.30369009256, 10340.536184038792, 4.0948033806209465E10
75632.42194757635, 22773.108376736498, 10661.06375194218, 4.0165701839264984E10
78280.22432384526, 23543.320167252874, 10974.019393663439, 3.939948534140871E10
80901.5486763515, 24304.07739090632, 11279.532545536651, 3.864904408530025E10
83496.65978533265, 25055.516268867807, 11577.730574934043, 3.791404524146272E10
86065.81978322401, 25797.77094688107, 11868.738812760233, 3.7194163211445404E10
88609.28818113645, 26530.973527420458, 12152.680585438624, 3.6489079464915146E10
91127.32189506976, 27255.254101348033, 12429.677246397852, 3.579848238058049E10
93620.17527186374, 27970.740779077852, 12699.848207066105, 3.5122067090852936E10
96088.10011488979, 28677.559721254987, 12963.310967380981, 3.44595353301538E10
98531.34570948557, 29375.835168956943, 13220.181145822471, 3.3810595286776836E10
100950.1588481354, 30065.68947342488, 13470.572508976473, 3.317496145821925E10
103344.78385539872, 30747.243125331985, 13714.597000636202, 3.2552354509895863E10
105715.46261258941, 31420.61478359617, 13952.364770448688, 3.194250113715358E10
108062.4345822082, 32085.921303744282, 14183.984202113465, 3.1345133930505215E10
110385.9368321308, 32743.277765834715, 14409.561941140442, 3.075999124400422E10
112686.20405955418, 33392.7975019454, 14629.20292217385, 3.0186817066683086E10
114963.46861470332, 34034.59212323392, 14843.010395889003, 2.9625360896981285E10
117217.96052430097, 34668.77154657632, 15051.085955468585, 2.9075377620089474E10
119449.90751480265, 35295.4440207914, 15253.529562664995, 2.853662738813903E10
121659.5350353993, 35914.71615245676, 15450.439573455225, 2.8008875503167995E10
123847.06628079, 36526.69293132298, 15641.912763294624, 2.7491892302795826E10
126012.72221372677, 37131.47775533234, 15828.044351975816, 2.6985453048541317E10
128156.72158733418, 37729.172455248074, 16008.92802809893, 2.64893378167197E10
130279.28096720552, 38319.87731890036, 16184.65597315922, 2.6003331391856533E10
132380.61475327815, 38903.691115054935, 16355.318885258028, 2.5527223162557606E10
134460.93520149004, 39480.71111691024, 16521.00600244298, 2.506080701977559E10
136520.45244521982, 40051.03312522895, 16681.805125683226, 2.460388125741561E10
138559.3745165123, 40614.751491109455, 16837.802641485363, 2.4156248475223602E10
140577.90736709186, 41171.95913840309, 16989.08354415572, 2.371771548390246E10
142576.25488916563, 41722.7475857824, 17135.731457714468, 2.328809321240244E10
144554.61893601867, 42267.20696846615, 17277.828657467024, 2.286719661733389E10
146513.19934240315, 42805.42605960616, 17415.456091238084, 2.24548445944512E10
148452.1939447238, 43337.49229134148, 17548.693400273565, 2.205085989215871E10
150371.79860102126, 43863.491775524904, 17677.61893981562, 2.1655069026990036E10
152272.20721075573, 44383.509324127044, 17802.30979935584, 2.1267302201013813E10
154153.61173439285, 44897.62846932293, 17922.841822571685, 2.088739322112E10
156016.2022127936, 45405.93148326613, 18039.289626951053, 2.051517942014188E10
157860.16678641035, 45908.499397555206, 18151.726623109884, 2.0150501579770115E10
159685.69171429094, 46405.41202239735, 18260.225033807583, 1.9793203855216385E10
161492.9613928927, 46896.74796547394, 18364.855912664978, 1.9443133701585064E10
163282.15837470847, 47382.58465051256, 18465.689162589446, 1.9100141801912354E10
165053.46338670605, 47862.99833557014, 18562.79355391181, 1.8764081996833694E10
166807.05534858367, 48338.06413103177, 18656.236742239482, 1.843481121584058E10
168543.1113908425, 48807.85601732946, 18746.085286030262, 1.811218941008969E10
170261.80687267875, 49272.44686238537, 18832.40466389123, 1.779607948672734E10
171963.31539969664, 49731.90843878371, 18915.25929160692, 1.748634724469389E10
173647.80884144435, 50186.31144067558, 18994.712538901087, 1.7182861311972992E10
175315.4573487746, 50635.72550042091, 19070.826745936192, 1.6885493084252026E10
176966.42937103153, 51080.219204971545, 19143.663239554688, 1.6594116664960407E10
178600.8916730659, 51519.860111999624, 19213.28234926617, 1.6308608806653465E10
180219.0093520799, 51954.71476577508, 19279.743422984327, 1.602884885371059E10
181820.9458543038, 52384.848712796316, 19343.104842517623, 1.5754718686316616E10
183406.86299150545, 52810.326517177746, 19403.424038817546, 1.5486102665696714E10
184976.92095733507, 53231.21177579816, 19460.757506988197, 1.5222887580575453E10
186531.2783435064, 53647.56713321351, 19515.160821060974, 1.49649625948314E10
188070.092155816, 54059.45429633782, 19566.688648537995, 1.4712219196319695E10
189593.51783000253, 54466.934048895906, 19615.39476470787, 1.4464551146835112E10
191101.70924744717, 54870.06626565136, 19661.332066737406, 1.4221854433189375E10
192594.8187507174, 55268.90992641333, 19704.552587542697, 1.3984027219376753E10
194072.99715895488, 55663.52312982563, 19745.10750944309, 1.3750969799802755E10
195536.39378311002, 56053.963106941424, 19783.04717760138, 1.3522584553551306E10
196985.1564410236, 56440.286234586936, 19818.421113253615, 1.329877589966643E10
198419.43147235806, 56822.548048517456, 19851.278026731743, 1.3079450253424904E10
199839.36375337915, 57200.80325636884, 19881.66583028237, 1.2864515983577183E10
201245.09671159004, 57575.1057504077, 19909.631650684827, 1.2653883370534122E10
